project_id,project_name,agency,state,prediction_month,evaluation_month,last_observed_month,original_completion_date,last_known_physical_progress,last_known_revised_completion_date,whether_in_completed_projects,whether_reappears_in_later_reports,suspected_exit_reason,confidence_or_evidence,final_resolution_status
705717,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 558 SRGM Machine Procurement Project",PAIMANA,Delhi,2025-11,2026-02,2025-11,2023-12,,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705720,WST Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-11,2026-02,2025-11,2024-04,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705721,DTS Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-11,2026-02,2025-11,2024-12,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705722,BRM Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-11,2026-02,2025-11,2024-06,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705726,Track Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-11,2026-02,2025-11,2025-03,62.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
706844,Katihar - Kumedpur Doubling Line Project,GM/C/ NFR,"Multi-States (Bihar, West Bengal) ()",2025-11,2026-02,2025-11,2027-08,45.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
709808,PACHORA-JAMNER WITH EXTENSION UPTO MALKAPUR NG TO BG,CR,Maharashtra,2025-11,2026-02,2025-11,2027-08,11.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
400152,RAMPUR BATURA OCP [4.0MTY],South Eastern Coalfields Limited [SECL],Madhya Pradesh,2025-12,2026-03,2025-12,2026-03,44.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
602633,382 MW Sunni Dam HEP Himachal Pradesh NA,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Himachal Pradesh,2025-12,2026-03,2025-12,2027-03,0.5,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
613003,Dharamjaigarh-Korba 63 km,CERL,Chhattisgarh,2025-12,2026-03,2025-12,2026-08,18.5,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
618307,Rehabilitation and up-gradation of road from km 16.077 to km 43.935 total length 27.858 km of Lalchara-Kanchanpur section via Shivbari on NH-44A to 2 lane with paved shoulder in the state of Tripura on EPC Mode Pkg-2 under BharatMala Pariyojana Manu-Simlung -2,NHIDCL,Tripura,2025-12,2026-03,2025-12,2025-01,0.0,,No,Yes,intermittent_reporting_gap,Project missing at 2026-03 but appears in subsequent months: ['2026-06'],intermittent_reporting_omission
705410,Nangal Dam-Talwara New Broad Gauge Line [84 KM] and Taking Over Siding Mukerian-Talwara [29 KM],Northen Railway [NR],"(Himachal Pradesh, Punjab)",2025-12,2026-03,2025-12,2025-12,83.0,,No,Yes,intermittent_reporting_gap,"Project missing at 2026-03 but appears in subsequent months: ['2026-04', '2026-05', '2026-06']",intermittent_reporting_omission
709749,PHASE-I OF CONSOLIDATION OF EXISTING CDR DATA CENTERS AND NIB-P3 DATA CENTERS WITH STATE OF THE ART,BSNL,"Multi-States (Maharashtra, Telangana)",2025-12,2026-03,2025-12,2021-06,81.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
709830,CONVERSION OF FLAT BOTTOM SETTLERS AND WASHERS WITH A SINGLE TRAIN OF HRDS AND DCWS IN STREAMS 1 AND,Ministry of Mines,Odisha,2025-12,2026-03,2025-12,2026-11,12.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
400104,Punpun Barrage Project,Water Resources-BR,Bihar,2026-01,2026-04,2026-01,2019-12,44.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
400152,RAMPUR BATURA OCP [4.0MTY],South Eastern Coalfields Limited [SECL],Madhya Pradesh,2026-01,2026-04,2026-01,2026-03,44.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
400313,"Master Plan for Jharia and Raniganj Coalfields Multi-States (Jharkhand, West",Bharat Coking Coal Limited [BCCL],"Multi-States (Jharkhand, West Bengal)",2026-01,2026-04,2026-01,2019-08,43.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
602633,382 MW Sunni Dam HEP Himachal Pradesh NA,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Himachal Pradesh,2026-01,2026-04,2026-01,2027-03,0.5,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
611142,Fairway Development in West Bengal Farakka - Kahelgaon Total (2) 5546.18 4149.62,Inland Waterways Authority of India [IWAI],Offshore,2026-01,2026-04,2026-01,2023-07,100.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
611849,Devgarh Madariya - Nathdwara Gauge Conversion [82.54 Km] part of Marwar - Mavli Gauge Conversion [152 Km],North Western Railway [NWR],Rajasthan,2026-01,2026-04,2026-01,2028-06,60.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
618307,Rehabilitation and up-gradation of road from km 16.077 to km 43.935 total length 27.858 km of Lalchara-Kanchanpur section via Shivbari on NH-44A to 2 lane with paved shoulder in the state of Tripura on EPC Mode Pkg-2 under BharatMala Pariyojana Manu-Simlung -2,NHIDCL,Tripura,2026-01,2026-04,2026-01,2025-01,0.0,,No,Yes,intermittent_reporting_gap,Project missing at 2026-04 but appears in subsequent months: ['2026-06'],intermittent_reporting_omission
618816,4L Access Controlled Greenfield Highway section on NH-163G Warangal-Khammam from Thallasenkesa village at Design Ch. 189.650 km to V.Vekatayapalem village in Khammam District at Design Ch. 220.480 KmPackage-III,National Highways Authority of India [NHAI],Telangana,2026-01,2026-04,2026-01,2027-07,1.0,,No,Yes,intermittent_reporting_gap,"Project missing at 2026-04 but appears in subsequent months: ['2026-05', '2026-06']",intermittent_reporting_omission
619065,4L Expressway from Km 26.400 to km 53.500 of Malur to Bangarpet section of Bangalore-Chennai Expressway Phase-I Package-II,NHAI,Karnataka,2026-01,2026-04,2026-01,2023-09,99.0,,No,Yes,intermittent_reporting_gap,Project missing at 2026-04 but appears in subsequent months: ['2026-06'],intermittent_reporting_omission
619113,4L of Padalur - Trichy section from km. 285.00 to km. 325.00 of NH - 45 Pkg VI-C,National Highways Authority of India [NHAI],Tamil Nadu,2026-01,2026-04,2026-01,2009-05,100.0,,No,Yes,intermittent_reporting_gap,Project missing at 2026-04 but appears in subsequent months: ['2026-06'],intermittent_reporting_omission
701577,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 505 Shalukkhali Liquid Cargo Handling Facility Development Project Total (9) 9338.98",PAIMANA,West Bengal,2026-01,2026-04,2026-01,2025-08,9.28,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
701586,Setting up of a Floating Storage and Regasification Unit [FSRU] - Mumbai,Mumbai Port Trust [MPT],Maharashtra,2026-01,2026-04,2026-01,2026-11,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
708662,Establishment of 600 bed super specialty hospital with optional development of Medical college and further expansion on PPP basis. Total (1) 693 58,Mumbai Port Trust [MPT],Maharashtra,2026-01,2026-04,2026-01,2026-06,11.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
709749,PHASE-I OF CONSOLIDATION OF EXISTING CDR DATA CENTERS AND NIB-P3 DATA CENTERS WITH STATE OF THE ART,BSNL,"Multi-States (Maharashtra, Telangana)",2026-01,2026-04,2026-01,2021-06,81.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
709830,CONVERSION OF FLAT BOTTOM SETTLERS AND WASHERS WITH A SINGLE TRAIN OF HRDS AND DCWS IN STREAMS 1 AND,Ministry of Mines,Odisha,2026-01,2026-04,2026-01,2026-11,12.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
400093,Saryu Nahar CADWM Project,Irrigation & Water Resources-UP,Uttar Pradesh,2026-02,2026-05,2026-02,2019-12,1.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
400095,Gosikhurd CADWM Project,Department of water resources-MH - II,Maharashtra,2026-02,2026-05,2026-02,2019-12,52.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
400096,Omkareshwar CADWM Project,Water resource-mp,Madhya Pradesh,2026-02,2026-05,2026-02,2019-12,49.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
400097,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 1915 Sardar Sarovar CADWM Project",PAIMANA,Gujarat,2026-02,2026-05,2026-02,2019-12,,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
400104,Punpun Barrage Project,Water Resources-BR,Bihar,2026-02,2026-05,2026-02,2019-12,44.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
400105,Urmodi Irrigation Project,Department of water resources-MH - II,Maharashtra,2026-02,2026-05,2026-02,2022-06,76.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
400107,Sulwade-Jamphal-Kanoli Lift Irrigation Scheme,Department of water resources-MH - II,Maharashtra,2026-02,2026-05,2026-02,2023-06,80.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
400109,Purna Barrage-2 [Ner Dhamana] Medium Irrigation Project,Department of water resources-MH - II,Maharashtra,2026-02,2026-05,2026-02,2020-06,69.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
400112,Jigaon Irrigation Project,Department of water resources-MH - II,Maharashtra,2026-02,2026-05,2026-02,2028-06,91.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
400152,RAMPUR BATURA OCP [4.0MTY],South Eastern Coalfields Limited [SECL],Madhya Pradesh,2026-02,2026-05,2026-02,2026-03,44.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
400182,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 136 SIDULI [OC & UG]",PAIMANA,West Bengal,2026-02,2026-05,2026-02,2027-03,5.59,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
400313,"Master Plan for Jharia and Raniganj Coalfields Multi-States (Jharkhand, West",Bharat Coking Coal Limited [BCCL],"Multi-States (Jharkhand, West Bengal)",2026-02,2026-05,2026-02,2019-08,43.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
602633,382 MW Sunni Dam HEP Himachal Pradesh NA,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Himachal Pradesh,2026-02,2026-05,2026-02,2027-03,0.5,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
611016,2.0 MTPA BHOJUDIH NLW WASHERY,Ministry of Coal,West Bengal,2026-02,2026-05,2026-02,2020-09,97.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
611017,2.5 MTPA PATHERDIH NLW WASHERY,Ministry of Coal,Jharkhand,2026-02,2026-05,2026-02,2018-04,51.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
611142,Fairway Development in West Bengal Farakka - Kahelgaon Total (2) 5546.18 4190.19,Inland Waterways Authority of India [IWAI],Offshore,2026-02,2026-05,2026-02,2023-07,100.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
611849,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 732 Devgarh Madariya - Nathdwara Gauge Conversion [82.54 Km] part of Marwar - Mavli Gauge Conversion [152 Km]",PAIMANA,Rajasthan,2026-02,2026-05,2026-02,2028-06,,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
615193,BASUNDHARA WEST EXTENSION OPEN,MCL - CIL,Odisha,2026-02,2026-05,2026-02,2019-03,66.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
618814,4L Access Controlled Greenfield Highway section on NH163G Warangal-Khammam from Oorugonda village in Hanamkonda District at Design Ch. 112.240 Km to Venkatpur village in Warangal District at Design Ch. 150.240 KmPackage-I,National Highways Authority of India [NHAI],Telangana,2026-02,2026-05,2026-02,2027-06,0.0,,No,Yes,intermittent_reporting_gap,Project missing at 2026-05 but appears in subsequent months: ['2026-06'],intermittent_reporting_omission
701577,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 508 Shalukkhali Liquid Cargo Handling Facility Development Project Total (9) 9338.98",PAIMANA,West Bengal,2026-02,2026-05,2026-02,2025-08,9.28,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
